datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2024-04-17,4759985,4716507,43535,22234584,35153035,7,2,0,211,843,4306150,453835,2,5
2024-04-18,4759995,4716527,43535,22234737,35153805,10,20,0,153,770,4306156,453839,6,4
2024-04-19,4760003,4716544,43535,22234934,35154436,8,17,0,197,631,4306158,453845,2,6
2024-04-20,4760007,4716559,43535,22234978,35154472,4,15,0,44,36,4306162,453845,4,0
2024-04-21,4760009,4716566,43535,22235009,35154533,2,7,0,31,61,4306162,453847,0,2
2024-04-22,4760026,4716581,43535,22235295,35155769,17,15,0,286,1236,4306170,453856,8,9
2024-04-23,4760034,4716584,43535,22235458,35156680,8,3,0,163,911,4306176,453858,6,2
2024-04-24,4760049,4716587,43535,22235636,35157484,15,3,0,178,804,4306188,453861,12,3
2024-04-25,4760056,4716604,43535,22235806,35158234,7,17,0,170,750,4306192,453864,4,3
2024-04-26,4760061,4716614,43535,22235994,35158962,5,10,0,188,728,4306196,453865,4,1
2024-04-27,4760063,4716628,43535,22236028,35159013,2,14,0,34,51,4306198,453865,2,0
2024-04-28,4760063,4716641,43535,22236060,35159069,0,13,0,32,56,4306198,453865,0,0
2024-04-29,4760083,4716652,43535,22236296,35160214,20,11,0,236,1145,4306210,453873,12,8
2024-04-30,4760096,4716655,43535,22236479,35161007,13,3,0,183,793,4306218,453878,8,5
2024-05-01,4760098,4716657,43535,22236502,35161036,2,2,0,23,29,4306219,453879,1,1
2024-05-02,4760118,4716674,43535,22236682,35161869,20,17,0,180,833,4306230,453888,11,9
2024-05-03,4760124,4716684,43535,22236834,35162516,6,10,0,152,647,4306234,453890,4,2
2024-05-04,4760125,4716696,43535,22236872,35162553,1,12,0,38,37,4306235,453890,1,0
2024-05-05,4760127,4716704,43535,22236899,35162590,2,8,0,27,37,4306236,453891,1,1
2024-05-06,4760150,4716710,43535,22237169,35163661,23,6,0,270,1071,4306250,453900,14,9
2024-05-07,4760160,4716713,43535,22237355,35164400,10,3,0,186,739,4306253,453907,3,7
2024-05-08,4760161,4716713,43535,22237378,35164429,1,0,0,23,29,4306253,453908,0,1
2024-05-09,4760184,4716731,43535,22237569,35165150,23,18,0,191,721,4306267,453917,14,9
2024-05-10,4760192,4716741,43535,22237721,35165739,8,10,0,152,589,4306269,453923,2,6
2024-05-11,4760192,4716744,43535,22237752,35165769,0,3,0,31,30,4306269,453923,0,0
2024-05-12,4760194,4716768,43535,22237774,35165814,2,24,0,22,45,4306269,453925,0,2
2024-05-13,4760213,4716774,43535,22237990,35166902,19,6,0,216,1088,4306281,453932,12,7
2024-05-14,4760227,4716776,43535,22238140,35167638,14,2,0,150,736,4306288,453939,7,7
2024-05-15,4760238,4716780,43535,22238263,35168279,11,4,0,123,641,4306294,453944,6,5
2024-05-16,4760245,4716799,43536,22238372,35168875,7,19,1,109,596,4306296,453949,2,5
2024-05-17,4760255,4716811,43536,22238494,35169388,10,12,0,122,513,4306300,453955,4,6
2024-05-18,4760256,4716813,43536,22238530,35169432,1,2,0,36,44,4306300,453956,0,1
2024-05-19,4760258,4716833,43536,22238552,35169467,2,20,0,22,35,4306301,453957,1,1
2024-05-20,4760284,4716843,43536,22238723,35170390,26,10,0,171,923,4306318,453966,17,9
2024-05-21,4760298,4716845,43536,22238817,35171089,14,2,0,94,699,4306325,453973,7,7
2024-05-22,4760307,4716846,43536,22238945,35171645,9,1,0,128,556,4306329,453978,4,5
2024-05-23,4760321,4716866,43536,22239055,35172199,14,20,0,110,554,4306334,453987,5,9
2024-05-24,4760335,4716885,43536,22239180,35172663,14,19,0,125,464,4306343,453992,9,5
2024-05-25,4760336,4716897,43537,22239201,35172692,1,12,1,21,29,4306343,453993,0,1
2024-05-26,4760337,4716904,43538,22239226,35172721,1,7,1,25,29,4306344,453993,1,0
2024-05-27,4760360,4716916,43538,22239413,35173657,23,12,0,187,936,4306359,454001,15,8
2024-05-28,4760377,4716919,43538,22239527,35174285,17,3,0,114,628,4306367,454010,8,9
2024-05-29,4760385,4716920,43538,22239627,35174899,8,1,0,100,614,4306370,454015,3,5
2024-05-30,4760397,4716943,43538,22239732,35175463,12,23,0,105,564,4306378,454019,8,4
2024-05-31,4760406,4716956,43538,22239828,35175928,9,13,0,96,465,4306386,454020,8,1
2024-06-01,4760406,4716964,43538,22239841,35175950,0,8,0,13,22,4306386,454020,0,0
2024-06-02,4760406,4716980,43538,22239858,35175986,0,16,0,17,36,4306386,454020,0,0
2024-06-03,4760438,4716993,43538,22240041,35176859,32,13,0,183,873,4306403,454035,17,15
2024-06-04,4760449,4716994,43538,22240138,35177463,11,1,0,97,604,4306409,454040,6,5
2024-06-05,4760464,4716995,43538,22240242,35177991,15,1,0,104,528,4306414,454050,5,10
2024-06-06,4760481,4717018,43539,22240365,35178466,17,23,1,123,475,4306424,454057,10,7
2024-06-07,4760498,4717033,43539,22240471,35178966,17,15,0,106,500,4306433,454065,9,8
2024-06-08,4760501,4717043,43539,22240491,35178991,3,10,0,20,25,4306435,454066,2,1
2024-06-09,4760503,4717056,43539,22240523,35179018,2,13,0,32,27,4306436,454067,1,1
2024-06-10,4760545,4717066,43539,22240686,35179986,42,10,0,163,968,4306454,454091,18,24
2024-06-11,4760576,4717067,43539,22240802,35180581,31,1,0,116,595,4306459,454117,5,26
2024-06-12,4760604,4717068,43539,22240908,35181196,28,1,0,106,615,4306471,454133,12,16
2024-06-13,4760626,4717098,43539,22241014,35181723,22,30,0,106,527,4306477,454149,6,16
2024-06-14,4760647,4717110,43539,22241104,35182212,21,12,0,90,489,4306484,454163,7,14
2024-06-15,4760656,4717124,43539,22241142,35182240,9,14,0,38,28,4306491,454165,7,2
2024-06-16,4760660,4717147,43539,22241160,35182263,4,23,0,18,23,4306492,454168,1,3
2024-06-17,4760690,4717165,43539,22241314,35183124,30,18,0,154,861,4306509,454181,17,13
2024-06-18,4760714,4717168,43539,22241420,35183782,24,3,0,106,658,4306522,454192,13,11
2024-06-19,4760749,4717171,43539,22241538,35184354,35,3,0,118,572,4306537,454212,15,20
2024-06-20,4760782,4717219,43539,22241630,35184889,33,48,0,92,535,4306556,454226,19,14
2024-06-21,4760809,4717240,43539,22241721,35185352,27,21,0,91,463,4306571,454238,15,12
2024-06-22,4760811,4717269,43539,22241739,35185367,2,29,0,18,15,4306572,454239,1,1
2024-06-23,4760812,4717291,43539,22241763,35185393,1,22,0,24,26,4306572,454240,0,1
2024-06-24,4760870,4717312,43539,22241943,35186269,58,21,0,180,876,4306602,454268,30,28
2024-06-25,4760899,4717314,43539,22242060,35186900,29,2,0,117,631,4306620,454279,18,11
2024-06-26,4760925,4717320,43539,22242186,35187478,26,6,0,126,578,4306630,454295,10,16
2024-06-27,4760959,4717349,43540,22242284,35187995,34,29,1,98,517,4306644,454315,14,20
2024-06-28,4760990,4717374,43540,22242393,35188459,31,25,0,109,464,4306657,454333,13,18
2024-06-29,4760995,4717412,43540,22242419,35188487,5,38,0,26,28,4306660,454335,3,2
2024-06-30,4760997,4717442,43540,22242457,35188518,2,30,0,38,31,4306661,454336,1,1
2024-07-01,4761051,4717469,43540,22242583,35189227,54,27,0,126,709,4306683,454368,22,32
2024-07-02,4761084,4717472,43540,22242661,35189772,33,3,0,78,545,4306701,454383,18,15
2024-07-03,4761116,4717474,43540,22242762,35190232,32,2,0,101,460,4306722,454394,21,11
2024-07-04,4761144,4717529,43540,22242886,35190722,28,55,0,124,490,4306734,454410,12,16
2024-07-05,4761146,4717555,43540,22242900,35190740,2,26,0,14,18,4306735,454411,1,1
2024-07-06,4761149,4717581,43540,22242920,35190766,3,26,0,20,26,4306736,454413,1,2
2024-07-07,4761151,4717611,43540,22242964,35190795,2,30,0,44,29,4306738,454413,2,0
2024-07-08,4761212,4717644,43540,22243110,35191551,61,33,0,146,756,4306774,454438,36,25
2024-07-09,4761254,4717651,43540,22243212,35192049,42,7,0,102,498,4306796,454458,22,20
2024-07-10,4761311,4717656,43540,22243304,35192521,57,5,0,92,472,4306815,454496,19,38
2024-07-11,4761370,4717711,43540,22243409,35192978,59,55,0,105,457,4306848,454522,33,26
2024-07-12,4761426,4717746,43540,22243508,35193397,56,35,0,99,419,4306874,454552,26,30
2024-07-13,4761432,4717780,43540,22243537,35193427,6,34,0,29,30,4306876,454556,2,4
2024-07-14,4761436,4717803,43540,22243563,35193466,4,23,0,26,39,4306880,454556,4,0
2024-07-15,4761526,4717806,43540,22243696,35194216,90,3,0,133,750,4306924,454602,44,46
2024-07-16,4761575,4717811,43540,22243817,35194714,49,5,0,121,498,4306944,454631,20,29
2024-07-17,4761635,4717812,43540,22243905,35195250,60,1,0,88,536,4306969,454666,25,35
2024-07-18,4761689,4717872,43540,22244037,35195765,54,60,0,132,515,4306992,454697,23,31
2024-07-19,4761741,4717912,43540,22244154,35196269,52,40,0,117,504,4307013,454728,21,31
2024-07-20,4761748,4717966,43540,22244185,35196302,7,54,0,31,33,4307019,454729,6,1
2024-07-21,4761751,4718026,43540,22244204,35196331,3,60,0,19,29,4307021,454730,2,1
2024-07-22,4761869,4718083,43540,22244344,35197217,118,57,0,140,886,4307080,454789,59,59
2024-07-23,4761949,4718091,43540,22244487,35197811,80,8,0,143,594,4307124,454825,44,36
2024-07-24,4762037,4718094,43540,22244618,35198415,88,3,0,131,604,4307166,454871,42,46
2024-07-25,4762118,4718180,43540,22244745,35198962,81,86,0,127,547,4307214,454904,48,33
2024-07-26,4762198,4718231,43540,22244877,35199470,80,51,0,132,508,4307253,454945,39,41
2024-07-27,4762208,4718294,43540,22244903,35199504,10,63,0,26,34,4307260,454948,7,3
2024-07-28,4762213,4718350,43540,22244925,35199557,5,56,0,22,53,4307264,454949,4,1
2024-07-29,4762346,4718398,43541,22245100,35200466,133,48,1,175,909,4307334,455012,70,63
2024-07-30,4762452,4718409,43541,22245231,35201107,106,11,0,131,641,4307387,455065,53,53
2024-07-31,4762552,4718415,43541,22245355,35201823,100,6,0,124,716,4307439,455113,52,48
2024-08-01,4762651,4718527,43541,22245488,35202463,99,112,0,133,640,4307493,455158,54,45
2024-08-02,4762776,4718609,43541,22245625,35203131,125,82,0,137,668,4307550,455226,57,68
2024-08-03,4762788,4718692,43541,22245659,35203176,12,83,0,34,45,4307557,455231,7,5
2024-08-04,4762797,4718772,43541,22245684,35203215,9,80,0,25,39,4307563,455234,6,3
2024-08-05,4762985,4718844,43542,22245881,35204326,188,72,1,197,1111,4307660,455325,97,91
2024-08-06,4763133,4718856,43542,22246044,35205120,148,12,0,163,794,4307731,455402,71,77
2024-08-07,4763309,4718866,43542,22246176,35205873,176,10,0,132,753,4307810,455499,79,97
2024-08-08,4763456,4718992,43542,22246327,35206583,147,126,0,151,710,4307880,455576,70,77
2024-08-09,4763601,4719097,43543,22246470,35207279,145,105,1,143,696,4307960,455641,80,65
2024-08-10,4763617,4719199,43543,22246497,35207331,16,102,0,27,52,4307970,455647,10,6
2024-08-11,4763633,4719298,43543,22246532,35207399,16,99,0,35,68,4307980,455653,10,6
2024-08-12,4763895,4719425,43543,22246772,35208649,262,127,0,240,1250,4308115,455780,135,127
2024-08-13,4764081,4719438,43544,22246953,35209509,186,13,1,181,860,4308202,455879,87,99
2024-08-14,4764269,4719445,43544,22247154,35210270,188,7,0,201,761,4308287,455982,85,103
2024-08-15,4764458,4719636,43544,22247322,35211083,189,191,0,168,813,4308378,456080,91,98
2024-08-16,4764652,4719772,43545,22247480,35211860,194,136,1,158,777,4308482,456170,104,90
2024-08-17,4764664,4719938,43545,22247499,35211913,12,166,0,19,53,4308492,456172,10,2
2024-08-18,4764679,4720085,43545,22247530,35211966,15,147,0,31,53,4308499,456180,7,8
2024-08-19,4764990,4720230,43545,22247788,35213318,311,145,0,258,1352,4308658,456332,159,152
2024-08-20,4765219,4720249,43545,22247988,35214385,229,19,0,200,1067,4308779,456440,121,108
2024-08-21,4765470,4720266,43545,22248171,35215380,251,17,0,183,995,4308926,456544,147,104
2024-08-22,4765692,4720527,43546,22248378,35216289,222,261,1,207,909,4309048,456644,122,100
2024-08-23,4765943,4720717,43547,22248560,35217190,251,190,1,182,901,4309178,456765,130,121
2024-08-24,4765971,4720893,43548,22248588,35217273,28,176,1,28,83,4309199,456772,21,7
2024-08-25,4765989,4721068,43548,22248622,35217337,18,175,0,34,64,4309211,456778,12,6
2024-08-26,4766487,4721261,43549,22248928,35219158,498,193,1,306,1821,4309455,457032,244,254
2024-08-27,4766820,4721289,43549,22249111,35220410,333,28,0,183,1252,4309621,457199,166,167
2024-08-28,4767148,4721317,43549,22249327,35221673,328,28,0,216,1263,4309796,457352,175,153
2024-08-29,4767505,4721620,43551,22249531,35222834,357,303,2,204,1161,4309983,457522,187,170
2024-08-30,4767815,4721841,43555,22249750,35223934,310,221,4,219,1100,4310141,457674,158,152
2024-08-31,4767848,4722080,43556,22249788,35224026,33,239,1,38,92,4310164,457684,23,10
2024-09-01,4767891,4722300,43558,22249836,35224132,43,220,2,48,106,4310190,457701,26,17
2024-09-02,4768572,4722544,43559,22250137,35226322,681,244,1,301,2190,4310503,458069,313,368
2024-09-03,4769035,4722578,43559,22250381,35228020,463,34,0,244,1698,4310737,458298,234,229
2024-09-04,4769505,4722607,43562,22250639,35229600,470,29,3,258,1580,4310952,458553,215,255
2024-09-05,4769947,4723086,43563,22250882,35231124,442,479,1,243,1524,4311164,458783,212,230
2024-09-06,4770417,4723407,43564,22251094,35232650,470,321,1,212,1526,4311392,459025,228,242
2024-09-07,4770444,4723728,43565,22251145,35232747,27,321,1,51,97,4311408,459036,16,11
2024-09-08,4770477,4724070,43566,22251191,35232878,33,342,1,46,131,4311428,459049,20,13
2024-09-09,4771341,4724375,43566,22251599,35235757,864,305,0,408,2879,4311827,459514,399,465
2024-09-10,4772048,4724423,43566,22251900,35237971,707,48,0,301,2214,4312145,459903,318,389
2024-09-11,4772610,4724475,43568,22252154,35240045,562,52,2,254,2074,4312407,460203,262,300
2024-09-12,4773160,4725144,43568,22252415,35241874,550,669,0,261,1829,4312668,460492,261,289
2024-09-13,4773675,4725615,43570,22252677,35243732,515,471,2,262,1858,4312926,460749,258,257
2024-09-14,4773713,4726085,43574,22252729,35243848,38,470,4,52,116,4312947,460766,21,17
2024-09-15,4773765,4726515,43576,22252775,35244008,52,430,2,46,160,4312979,460786,32,20
2024-09-16,4774987,4726984,43580,22253185,35247910,1222,469,4,410,3902,4313520,461467,541,681
2024-09-17,4775989,4727037,43582,22253509,35251005,1002,53,2,324,3095,4313959,462030,439,563
2024-09-18,4777009,4727085,43582,22253864,35254039,1020,48,0,355,3034,4314439,462570,480,540
2024-09-19,4777993,4727965,43583,22254203,35256976,984,880,1,339,2937,4314900,463093,461,523
2024-09-20,4778951,4728648,43584,22254581,35259764,958,683,1,378,2788,4315356,463595,456,502
2024-09-21,4779027,4729203,43586,22254642,35259947,76,555,2,61,183,4315404,463623,48,28
2024-09-22,4779116,4729756,43588,22254709,35260178,89,553,2,67,231,4315459,463657,55,34
2024-09-23,4781289,4730284,43589,22255290,35266262,2173,528,1,581,6084,4316449,464840,990,1183
2024-09-24,4782771,4730352,43590,22255738,35270618,1482,68,1,448,4356,4317151,465620,702,780
2024-09-25,4784306,4730434,43597,22256201,35274739,1535,82,7,463,4121,4317878,466428,727,808
2024-09-26,4785634,4731647,43603,22256611,35278534,1328,1213,6,410,3795,4318516,467118,638,690
2024-09-27,4786795,4732672,43608,22257083,35282053,1161,1025,5,472,3519,4319096,467699,580,581
2024-09-28,4786899,4733666,43610,22257154,35282357,104,994,2,71,304,4319156,467743,60,44
2024-09-29,4786990,4734632,43614,22257224,35282656,91,966,4,70,299,4319216,467774,60,31
2024-09-30,4789124,4735624,43616,22257841,35289060,2134,992,2,617,6404,4320173,468951,957,1177
2024-10-01,4790728,4735749,43618,22258374,35293978,1604,125,2,533,4918,4320950,469778,777,827
2024-10-02,4792100,4735877,43623,22258846,35298281,1372,128,5,472,4303,4321606,470494,656,716
2024-10-03,4793305,4738024,43628,22259329,35302256,1205,2147,5,483,3975,4322229,471076,623,582
2024-10-04,4794640,4739525,43630,22259813,35306037,1335,1501,2,484,3781,4322895,471745,666,669
2024-10-05,4794741,4741006,43634,22259905,35306313,101,1481,4,92,276,4322963,471778,68,33
2024-10-06,4794852,4742265,43637,22260008,35306630,111,1259,3,103,317,4323026,471826,63,48
2024-10-07,4797207,4743448,43642,22260708,35313598,2355,1183,5,700,6968,4324128,473079,1102,1253
2024-10-08,4798691,4743610,43648,22261244,35318338,1484,162,6,536,4740,4324834,473857,706,778
2024-10-09,4800086,4743742,43651,22261718,35322598,1395,132,3,474,4260,4325516,474570,682,713
2024-10-10,4801348,4745815,43656,22262197,35326669,1262,2073,5,479,4071,4326146,475202,630,632
2024-10-11,4802473,4747407,43662,22262835,35330273,1125,1592,6,638,3604,4326713,475760,567,558
2024-10-12,4802564,4748710,43666,22262921,35330515,91,1303,4,86,242,4326771,475793,58,33
2024-10-13,4802662,4749869,43670,22263010,35330818,98,1159,4,89,303,4326828,475834,57,41
2024-10-14,4804591,4751189,43677,22263741,35337469,1929,1320,7,731,6651,4327801,476790,973,956
2024-10-15,4805785,4751326,43679,22264213,35341861,1194,137,2,472,4392,4328368,477417,567,627
2024-10-16,4806751,4751491,43683,22264646,35345899,966,165,4,433,4038,4328865,477886,497,469
2024-10-17,4807766,4753719,43691,22265174,35349509,1015,2228,8,528,3610,4329344,478422,479,536
2024-10-18,4808593,4755204,43694,22265677,35352672,827,1485,3,503,3163,4329793,478800,449,378
2024-10-19,4808660,4756551,43700,22265762,35352904,67,1347,6,85,232,4329843,478817,50,17
2024-10-20,4808721,4757770,43702,22265859,35353165,61,1219,2,97,261,4329885,478836,42,19
2024-10-21,4810104,4758901,43708,22266512,35358894,1383,1131,6,653,5729,4330579,479525,694,689
2024-10-22,4810942,4759042,43712,22266979,35362856,838,141,4,467,3962,4331002,479940,423,415
2024-10-23,4811669,4759172,43715,22267465,35366222,727,130,3,486,3366,4331370,480299,368,359
2024-10-24,4812282,4760993,43718,22267887,35369049,613,1821,3,422,2827,4331673,480609,303,310
2024-10-25,4812803,4762168,43721,22268326,35371812,521,1175,3,439,2763,4331934,480869,261,260
2024-10-26,4812862,4763137,43726,22268437,35372028,59,969,5,111,216,4331969,480893,35,24
2024-10-27,4812917,4764025,43728,22268574,35372262,55,888,2,137,234,4332006,480911,37,18
2024-10-28,4812982,4764861,43731,22268671,35372511,65,836,3,97,249,4332052,480930,46,19
2024-10-29,4813758,4764984,43737,22269223,35376383,776,123,6,552,3872,4332447,481311,395,381
2024-10-30,4814362,4765089,43742,22269687,35379364,604,105,5,464,2981,4332738,481624,291,313
2024-10-31,4814856,4766376,43744,22270074,35382129,494,1287,2,387,2765,4332981,481875,243,251
2024-11-01,4815251,4767177,43748,22270473,35384527,395,801,4,399,2398,4333157,482094,176,219
2024-11-02,4815280,4767884,43749,22270526,35384698,29,707,1,53,171,4333179,482101,22,7
2024-11-03,4815313,4768456,43751,22270632,35384866,33,572,2,106,168,4333201,482112,22,11
2024-11-04,4815915,4768955,43752,22271052,35389203,602,499,1,420,4337,4333469,482446,268,334
2024-11-05,4816289,4769059,43753,22271446,35392110,374,104,1,394,2907,4333677,482612,208,166
2024-11-06,4816617,4769134,43753,22271770,35394678,328,75,0,324,2568,4333838,482779,161,167
2024-11-07,4816904,4769210,43753,22272130,35396862,287,76,0,360,2184,4333980,482924,142,145
2024-11-08,4817176,4769923,43755,22272468,35398952,272,713,2,338,2090,4334113,483063,133,139
2024-11-09,4817211,4770467,43757,22272519,35399099,35,544,2,51,147,4334130,483081,17,18
2024-11-10,4817256,4770895,43758,22272593,35399281,45,428,1,74,182,4334156,483100,26,19
2024-11-11,4817733,4771232,43759,22273067,35403374,477,337,1,474,4093,4334373,483360,217,260
2024-11-12,4818222,4771291,43759,22273388,35406169,489,59,0,321,2795,4334558,483664,185,304
2024-11-13,4818501,4771343,43759,22273746,35408720,279,52,0,358,2551,4334701,483800,143,136
2024-11-14,4818749,4771920,43761,22274031,35411099,248,577,2,285,2379,4334835,483914,134,114
2024-11-15,4818995,4772308,43763,22274363,35413272,246,388,2,332,2173,4334954,484041,119,127
2024-11-16,4819021,4772634,43764,22274439,35413407,26,326,1,76,135,4334969,484052,15,11
2024-11-17,4819051,4772915,43765,22274508,35413540,30,281,1,69,133,4334990,484061,21,9
2024-11-18,4819548,4773173,43766,22274944,35417552,497,258,1,436,4012,4335224,484324,234,263
2024-11-19,4819863,4773261,43770,22275297,35420369,315,88,4,353,2817,4335376,484487,152,163
2024-11-20,4820166,4773314,43770,22275659,35422952,303,53,0,362,2583,4335546,484620,170,133
2024-11-21,4820419,4773782,43772,22275998,35425255,253,468,2,339,2303,4335667,484752,121,132
2024-11-22,4820633,4774095,43772,22276280,35427384,214,313,0,282,2129,4335771,484862,104,110
2024-11-23,4820665,4774375,43772,22276390,35427515,32,280,0,110,131,4335795,484870,24,8
2024-11-24,4820684,4774641,43775,22276454,35427676,19,266,3,64,161,4335808,484876,13,6
2024-11-25,4821075,4774919,43778,22276818,35431481,391,278,3,364,3805,4335985,485090,177,214
2024-11-26,4821361,4774975,43779,22277115,35434251,286,56,1,297,2770,4336120,485241,135,151
2024-11-27,4821643,4775024,43782,22277471,35436759,282,49,3,356,2508,4336250,485393,130,152
2024-11-28,4821858,4775507,43783,22278250,35439014,215,483,1,779,2255,4336341,485517,91,124
2024-11-29,4822069,4775853,43785,22278529,35441131,211,346,2,279,2117,4336439,485630,98,113
2024-11-30,4822102,4776150,43785,22278605,35441236,33,297,0,76,105,4336453,485649,14,19
2024-12-01,4822127,4776416,43785,22278664,35441359,25,266,0,59,123,4336467,485660,14,11
2024-12-02,4822489,4776648,43788,22279000,35445360,362,232,3,336,4001,4336633,485856,166,196
2024-12-03,4822747,4776707,43790,22279280,35448306,258,59,2,280,2946,4336757,485990,124,134
2024-12-04,4823040,4776758,43791,22279561,35450727,293,51,1,281,2421,4336872,486168,115,178
2024-12-05,4823249,4777141,43792,22279831,35452967,209,383,1,270,2240,4336973,486276,101,108
2024-12-06,4823450,4777460,43795,22280083,35455126,201,319,3,252,2159,4337063,486387,90,111
2024-12-07,4823470,4777725,43795,22280154,35455251,20,265,0,71,125,4337078,486392,15,5
2024-12-08,4823489,4777940,43795,22280189,35455415,19,215,0,35,164,4337089,486400,11,8
2024-12-09,4823831,4778174,43796,22280590,35459508,342,234,1,401,4093,4337255,486576,166,176
2024-12-10,4824059,4778222,43797,22280902,35462320,228,48,1,312,2812,4337369,486690,114,114
2024-12-11,4824259,4778271,43798,22281142,35464803,200,49,1,240,2483,4337474,486785,105,95
2024-12-12,4824438,4778629,43800,22281407,35467281,179,358,2,265,2478,4337589,486849,115,64
2024-12-13,4824599,4778917,43800,22281681,35469613,161,288,0,274,2332,4337671,486928,82,79
2024-12-14,4824619,4779150,43802,22281747,35469762,20,233,2,66,149,4337684,486935,13,7
2024-12-15,4824633,4779351,43802,22281811,35469899,14,201,0,64,137,4337694,486939,10,4
2024-12-16,4825002,4779561,43804,22282180,35474171,369,210,2,369,4272,4337884,487118,190,179
2024-12-17,4825217,4779619,43804,22282576,35477270,215,58,0,396,3099,4338000,487217,116,99
2024-12-18,4825402,4779670,43805,22282907,35480183,185,51,1,331,2913,4338090,487312,90,95
2024-12-19,4825611,4780005,43807,22283208,35483007,209,335,2,301,2824,4338208,487403,118,91
2024-12-20,4825811,4780258,43807,22283523,35485736,200,253,0,315,2729,4338306,487505,98,102
2024-12-21,4825826,4780459,43810,22283570,35485901,15,201,3,47,165,4338317,487509,11,4
2024-12-22,4825851,4780638,43813,22283627,35486088,25,179,3,57,187,4338335,487516,18,7
2024-12-23,4826019,4780821,43815,22284057,35488687,168,183,2,430,2599,4338427,487592,92,76
2024-12-24,4826036,4780865,43815,22284132,35488817,17,44,0,75,130,4338439,487597,12,5
2024-12-25,4826065,4780896,43816,22284246,35489021,29,31,1,114,204,4338455,487610,16,13
2024-12-26,4826084,4781224,43818,22284306,35489231,19,328,2,60,210,4338468,487616,13,6
2024-12-27,4826254,4781449,43822,22284841,35492241,170,225,4,535,3010,4338556,487698,88,82
2024-12-28,4826263,4781637,43823,22284928,35492422,9,188,1,87,181,4338563,487700,7,2
2024-12-29,4826280,4781840,43824,22285009,35492637,17,203,1,81,215,4338576,487704,13,4
2024-12-30,4826436,4782031,43825,22285516,35496078,156,191,1,507,3441,4338662,487774,86,70
2024-12-31,4826517,4782053,43826,22285880,35497510,81,22,1,364,1432,4338708,487809,46,35
2025-01-01,4826526,4782090,43827,22285902,35497670,9,37,1,22,160,4338715,487811,7,2
2025-01-02,4826680,4782253,43827,22286259,35501803,154,163,0,357,4133,4338784,487896,69,85
2025-01-03,4826817,4782306,43827,22286724,35504988,137,53,0,465,3185,4338852,487965,68,69
2025-01-04,4826830,4782342,43827,22286817,35505125,13,36,0,93,137,4338860,487970,8,5
2025-01-05,4826845,4782375,43828,22286896,35505291,15,33,1,79,166,4338870,487975,10,5
2025-01-06,4827028,4782524,43830,22287430,35510533,183,149,2,534,5242,4338959,488069,89,94
2025-01-07,4827166,4782557,43833,22287853,35514074,138,33,3,423,3541,4339030,488136,71,67
2025-01-08,4827261,4782576,43837,22288239,35517138,95,19,4,386,3064,4339081,488180,51,44
2025-01-09,4827356,4782718,43839,22288589,35519827,95,142,2,350,2689,4339135,488221,54,41
2025-01-10,4827450,4782805,43840,22288995,35522477,94,87,1,406,2650,4339196,488254,61,33
2025-01-11,4827459,4782826,43840,22289088,35522610,9,21,0,93,133,4339204,488255,8,1
2025-01-12,4827461,4782980,43843,22289163,35522768,2,154,3,75,158,4339205,488256,1,1
2025-01-13,4827587,4783115,43844,22289628,35527205,126,135,1,465,4437,4339276,488311,71,55
2025-01-14,4827672,4783132,43844,22289977,35530306,85,17,0,349,3101,4339321,488351,45,40
2025-01-15,4827754,4783159,43844,22290313,35533090,82,27,0,336,2784,4339366,488388,45,37
2025-01-16,4827829,4783305,43844,22290622,35535932,75,146,0,309,2842,4339409,488420,43,32
2025-01-17,4827906,4783452,43845,22290956,35538886,77,147,1,334,2954,4339455,488451,46,31
2025-01-18,4827912,4783553,43846,22291028,35539034,6,101,1,72,148,4339459,488453,4,2
2025-01-19,4827918,4783653,43846,22291087,35539234,6,100,0,59,200,4339464,488454,5,1
2025-01-20,4828070,4783748,43847,22291665,35545346,152,95,1,578,6112,4339542,488528,78,74
2025-01-21,4828165,4783774,43849,22292056,35549612,95,26,2,391,4266,4339584,488581,42,53
2025-01-22,4828268,4783791,43850,22292426,35553631,103,17,1,370,4019,4339631,488637,47,56
2025-01-23,4828364,4783910,43850,22292779,35557352,96,119,0,353,3721,4339686,488678,55,41
2025-01-24,4828437,4784008,43850,22293219,35561242,73,98,0,440,3890,4339727,488710,41,32
2025-01-25,4828449,4784109,43850,22293324,35561465,12,101,0,105,223,4339734,488715,7,5
2025-01-26,4828469,4784186,43850,22293419,35561747,20,77,0,95,282,4339744,488725,10,10
2025-01-27,4828640,4784264,43850,22293958,35569483,171,78,0,539,7736,4339830,488810,86,85
2025-01-28,4828751,4784283,43850,22294424,35574739,111,19,0,466,5256,4339880,488871,50,61
2025-01-29,4828862,4784298,43850,22294799,35579196,111,15,0,375,4457,4339928,488934,48,63
